GBPNID,PlaceName,GridRef,Lat,Lng,HistCounty,Division,AdCounty,District,UniAuth,Police,Region,Alternative_Names,Type
31952,Nether Row,NY3237,54.729725,-3.052807,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
31952,Row, Nether,NY3237,54.729725,-3.052807,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
31963,Nether Wasdale,NY1203,54.422934,-3.344777,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
31963,Wasdale, Nether,NY1203,54.422934,-3.344777,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
31964,Nether Welton,NY3545,54.799782,-3.004848,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
31964,Welton, Nether,NY3545,54.800178,-3.00254,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
31975,Netherby,NY3971,55.029767,-2.9558216,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
32015,Netherton,NY0436,54.71074,-3.491598,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
32031,Nethertown,NX9907,54.454034,-3.556446,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
32124,Cowper, New,NY1245,54.796267,-3.364858,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
32124,New Cowper,NY1245,54.796267,-3.364858,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
32184,Hutton, New,SD5691,54.313095,-2.675561,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
32184,New Hutton,SD5691,54.313095,-2.675561,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
32213,Mill, New,NY0504,54.42844,-3.46113,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
32213,New Mill,NY0504,54.42844,-3.46113,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
32342,Newbarns,SD2170,54.126668,-3.204414,Lancashire,,Cumbria,Barrow-in-Furness,,Cumbria,England,,Settlement
32346,Newbiggin,NY4629,54.660847,-2.8267936,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
32347,Newbiggin,NY5549,54.83559,-2.691237,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
32348,Newbiggin,NY6228,54.650527,-2.5778689,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
32353,Newbiggin,SD0994,54.333958,-3.394103,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
32354,Newbiggin,SD2669,54.113877,-3.123574,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
32355,Newbiggin,SD5579,54.212381,-2.680019,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
32367,Newbiggin-on-Lune,NY7005,54.44316,-2.45485,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
32418,Newby,NY5921,54.585757,-2.6302731,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
32425,Newby Bridge,SD3786,54.266077,-2.964185,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
32427,Newby East,NY4758,54.917539,-2.821813,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
32428,Newby Head,NY5821,54.582446,-2.6513417,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
32429,Newby West,NY3653,54.87472,-2.984581,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
32505,Newland,SD3079,54.207106,-3.0738412,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
32512,Newland Bottom,SD2980,54.212956,-3.080043,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
32521,Newlands,NY2320,54.57577,-3.179562,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
32522,Newlands,NY3439,54.747127,-3.014419,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
32621,Newton,SD2271,54.135803,-3.180495,Lancashire,,Cumbria,Barrow-in-Furness,,Cumbria,England,,Settlement
32659,Newton Arlosh,NY1955,54.884198,-3.253249,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
32700,Newton Reigny,NY4831,54.67814,-2.806425,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
32701,Newton Rigg,NY4930,54.669736,-2.788845,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
32748,Newtown,NY0948,54.823197,-3.407015,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
32750,Newtown,NY4962,54.956693,-2.785289,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
32893,Nook,SD5481,54.230802,-2.69643,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
33053,Dykes, North,NY5437,54.728615,-2.711151,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
33053,North Dykes,NY5437,54.728615,-2.711151,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
33061,End, North,NY3259,54.923882,-3.048665,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
33061,North End,NY3259,54.923882,-3.048665,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
33207,North Row,NY2232,54.680665,-3.205868,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
33207,Row, North,NY2232,54.680665,-3.205868,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
33209,North Scale,SD1770,54.119814,-3.259297,Lancashire,,Cumbria,Barrow-in-Furness,,Cumbria,England,,Settlement
33209,Scale, North,SD1770,54.119814,-3.259297,Lancashire,,Cumbria,Barrow-in-Furness,,Cumbria,England,,Settlement
33219,North Side,NY0029,54.651636,-3.546009,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
33219,Side, North,NY0029,54.651636,-3.546009,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
33225,North Stainmore,NY8315,54.531805,-2.26267,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
33225,Stainmore, North,NY8315,54.531805,-2.26267,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
33253,North Walney,SD1769,54.112018,-3.2571209,Lancashire,,Cumbria,Barrow-in-Furness,,Cumbria,England,,Settlement
33253,Walney, North,SD1769,54.112018,-3.2571209,Lancashire,,Cumbria,Barrow-in-Furness,,Cumbria,England,,Settlement
33499,Nunclose,NY4945,54.801788,-2.794884,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
33655,Oakshaw Ford,NY5176,55.077985,-2.761349,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
33785,Carlisle, Old,NY2646,54.807498,-3.148183,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
33785,Old Carlisle,NY2646,54.807498,-3.148183,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
33842,Hutton, Old,SD5688,54.290781,-2.675165,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
33842,Old Hutton,SD5688,54.290781,-2.675165,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
33898,Old Tebay,NY6105,54.439787,-2.590497,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
33898,Tebay, Old,NY6105,54.439787,-2.590497,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
33903,Old Town,NY4843,54.785965,-2.809346,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
33903,Town, Old,NY4843,54.785965,-2.809346,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
33904,Old Town,SD5982,54.240641,-2.622942,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
33904,Town, Old,SD5982,54.240901,-2.623053,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
33951,Oldfield,NY0527,54.629158,-3.4730904,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
34069,Ormathwaite,NY2625,54.619292,-3.13978,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
34085,Ormsgill,SD1971,54.132911,-3.235818,Lancashire,,Cumbria,Barrow-in-Furness,,Cumbria,England,,Settlement
34101,Orthwaite,NY2534,54.70001,-3.15756,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
34104,Orton,NY6208,54.467558,-2.5841735,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
34111,Orton Rigg,NY3352,54.862709,-3.045363,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
34194,Oughterby,NY2955,54.891504,-3.102238,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
34196,Oughterside,NY1140,54.750755,-3.372696,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
34201,Oulton,NY2450,54.846822,-3.171103,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
34214,Ousby,NY6234,54.706741,-2.588611,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
34229,Outcast,SD3077,54.190026,-3.07215,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
34232,Outgate,SD3599,54.388889,-2.992627,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
34233,Outhgill,NY7801,54.409856,-2.332763,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
34370,Oxen Park,SD3187,54.276768,-3.047547,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
34373,Oxenholme,SD5389,54.301293,-2.722206,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
34485,Pallaflat,NX9912,54.49324,-3.5608376,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
34612,Papcastle,NY1131,54.67307,-3.377921,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
34650,Pardshaw,NY0924,54.609781,-3.403514,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
34651,Pardshaw Hall,NY1025,54.616027,-3.390256,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
34661,Park Broom,NY4358,54.921495,-2.885553,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
34684,Park Head,NY5842,54.772563,-2.6395324,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
34738,Parkgate,NY2146,54.809456,-3.223705,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
34752,Parkhead,NY3340,54.754588,-3.035583,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
34770,Parkside,NY0315,54.524463,-3.4933608,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
34800,Parsonby,NY1438,54.738232,-3.330287,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
34810,Parton,NX9720,54.570078,-3.5795515,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
34811,Parton,NY2750,54.846815,-3.12438,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
34834,Pategill,NY5229,54.660373,-2.740172,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
34858,Patterdale,NY3815,54.53531,-2.953041,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
34865,Patton Bridge,SD5597,54.370025,-2.682898,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
34988,Pelutho,NY1249,54.829543,-3.362867,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
35212,Pennington,SD2677,54.187416,-3.1305695,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
35221,Penny Bridge,SD3182,54.237491,-3.0600232,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
35317,Penrith,NY5230,54.664637,-2.73949,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
35321,Penruddock,NY4227,54.641639,-2.885503,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
35788,Pica,NY0222,54.584072,-3.515595,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
36060,Plantation Bridge,SD4896,54.364743,-2.794117,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
36130,Plumbland,NY1438,54.738386,-3.323613,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
36135,Plumpton,NY4937,54.728165,-2.784125,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
36139,Plumpton Foot,NY4839,54.748246,-2.805487,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
36266,Ponsonby,NY0505,54.435349,-3.456196,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
36443,Pooley Bridge,NY4724,54.611112,-2.817486,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
36483,Port Carlisle,NY2362,54.947755,-3.188869,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
36585,Portinscale,NY2523,54.60155,-3.162505,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
36744,Powhill,NY2355,54.883796,-3.2017724,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
36920,Prior Rigg,NY4668,55.005913,-2.843007,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
36944,Prospect,NY1140,54.754852,-3.371234,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
37112,Quality Corner,NX9819,54.56276,-3.565844,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
37229,Raby,NY1851,54.852607,-3.266289,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
37332,Raisbeck,NY6407,54.462112,-2.544537,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
37333,Raise,NY7146,54.810301,-2.448851,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
37361,Rampside,SD2366,54.085958,-3.167155,Lancashire,,Cumbria,Barrow-in-Furness,,Cumbria,England,,Settlement
37448,Ratten Row,NY3240,54.752174,-3.054943,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
37449,Ratten Row,NY3949,54.838361,-2.945859,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
37457,Raughton,NY3847,54.81953,-2.951955,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
37458,Raughton Head,NY3745,54.799716,-2.968757,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
37467,Ravenglass,SD0896,54.354582,-3.406035,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
37489,Ravenstonedale,NY7204,54.431661,-2.429071,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
37490,Ravenstown,SD3675,54.168633,-2.977236,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
37538,Reagill,NY6017,54.551668,-2.610665,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
37554,Red Dial,NY2546,54.803344,-3.159733,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
37629,Redhills,NY5028,54.650057,-2.771772,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
37643,Redmain,NY1333,54.692301,-3.338869,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
37709,Renwick,NY5943,54.784318,-2.632825,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
37724,Reston,SD4598,54.380009,-2.835982,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
38035,Rickerby,NY4157,54.904916,-2.915602,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
38192,Risehow,NY0234,54.69927,-3.510575,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
38226,Roa Island,SD2364,54.074472,-3.174475,Lancashire,,Cumbria,Barrow-in-Furness,,Cumbria,England,,Settlement
38236,Roadhead,NY5174,55.066792,-2.754873,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
38302,Rockcliffe,NY3661,54.942715,-2.9982142,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
38304,Rockcliffe Cross,NY3462,54.955106,-3.023961,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
38386,Roger Ground,SD3597,54.368435,-2.998906,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
38433,Rookby,NY8010,54.493063,-2.304105,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
38437,Rooking,NY4015,54.526713,-2.9285785,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
38448,Roose,SD2269,54.113338,-3.189035,Lancashire,,Cumbria,Barrow-in-Furness,,Cumbria,England,,Settlement
38449,Roosebeck,SD2568,54.102695,-3.137037,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
38450,Roosecote,SD2268,54.110529,-3.182224,Lancashire,,Cumbria,Barrow-in-Furness,,Cumbria,England,,Settlement
38535,Rosgill,NY5416,54.544452,-2.698669,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
38541,Rosley,NY3245,54.797556,-3.055347,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
38562,Rosthwaite,NY2514,54.522113,-3.151749,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
38563,Rosthwaite,SD2490,54.300409,-3.167834,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
38598,Rottington,NX9613,54.504068,-3.606844,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
38620,Roughsike,NY5275,55.067136,-2.7531455,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
38644,Roundthwaite,NY6003,54.424977,-2.604927,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
38654,Row,NY6234,54.706387,-2.581948,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
38655,Row,SD4589,54.2962,-2.842427,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
38658,Row Brow,NY0736,54.711909,-3.431877,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
38683,Rowe Head,SD2677,54.183416,-3.1353946,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
38715,Rowrah,NY0518,54.55439,-3.458826,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
38773,Ruckcroft,NY5344,54.791425,-2.727805,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
38903,Rusland,SD3389,54.296158,-3.026488,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
38904,Rusland Cross,SD3488,54.290899,-3.014958,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
38932,Ruthwaite,NY2336,54.719971,-3.184522,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
38946,Rydal,NY3606,54.447681,-2.980014,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
39007,Sadgill,NY4805,54.444537,-2.796431,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
39068,Salkeld Dykes,NY5436,54.722352,-2.706383,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
39080,Salt Cotes,NY1853,54.869678,-3.266824,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
39084,Salta,NY0845,54.796009,-3.426293,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
39092,Saltcoats,SD0896,54.359488,-3.416975,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
39097,Salterbeck,NX9926,54.621363,-3.558801,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
39110,Salthouse,SD2068,54.109936,-3.214637,Lancashire,,Cumbria,Barrow-in-Furness,,Cumbria,England,,Settlement
39159,Sand Gate,SD3575,54.166665,-2.9970804,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
39163,Sand Side,SD2282,54.23224,-3.1847234,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
39168,Sandale,NY2440,54.751569,-3.169906,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
39185,Sandford,NY7216,54.539881,-2.425012,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
39251,Sandside,SD3077,54.187642,-3.067337,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
39252,Sandside,SD4780,54.217368,-2.804322,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
39265,Sandwith,NX9614,54.517748,-3.598729,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
39266,Sandwith Newtown,NX9614,54.514134,-3.60693,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
39303,Santon,NY0901,54.403293,-3.388581,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
39305,Santon Bridge,NY1001,54.403477,-3.374891,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
39356,Satterthwaite,SD3392,54.322508,-3.018303,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
39428,Scaleby,NY4463,54.960586,-2.860799,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
39429,Scalebyhill,NY4463,54.962553,-2.874742,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
39430,Scales,NY3426,54.632967,-3.016998,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
39431,Scales,NY5742,54.779633,-2.668511,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
39432,Scales,SD2772,54.140636,-3.116644,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
39443,Scar Head,SD2894,54.336456,-3.1088476,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
39459,Scarness,NY2230,54.664888,-3.210827,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
39495,Scilly Bank,NX9919,54.557515,-3.561313,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
39518,Scotby,NY4455,54.889142,-2.87315,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
39560,Scout Green,NY5907,54.461267,-2.626288,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
39591,Scuggate,NY4474,55.061956,-2.873307,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
39598,Sea Mill,SD2769,54.111674,-3.1181356,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
39634,Seascale,NY0401,54.396556,-3.479852,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
39638,Seathwaite,NY2312,54.49891,-3.181208,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
39639,Seathwaite,SD2296,54.353787,-3.1906035,Lancashire,,Cumbria,Copeland,,Cumbria,England,,Settlement
39640,Seatle,SD3784,54.249514,-2.956125,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
39641,Seatoller,NY2413,54.513391,-3.170813,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
39643,Seaton,NY0130,54.662079,-3.5247471,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
39667,Seaville,NY1553,54.866952,-3.311927,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
39673,Sebergham,NY3641,54.764019,-2.992103,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
39678,Sedbergh,SD6592,54.323581,-2.528361,Yorkshire,West Riding,Cumbria,South Lakeland,,Cumbria,England,,Settlement
39691,Sedgwick,SD5187,54.276562,-2.749848,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
39738,Selside,SD5399,54.386623,-2.717375,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
39856,Shap,NY5615,54.531521,-2.67788,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
40255,Shopford,NY5674,55.062641,-2.681518,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
40269,Shoregill,NY7801,54.408489,-2.339685,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
40412,Siddick,NY0031,54.665092,-3.548071,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
40452,Silecroft,SD1381,54.224443,-3.333961,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
40464,Silloth,NY1053,54.868608,-3.389273,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
40599,Skelton,NY4335,54.713022,-2.8757877,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
40607,Skelwith Bridge,NY3403,54.421317,-3.016374,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
40633,Skinburness,NY1255,54.88747,-3.366537,Cumberland,,Cumbria,Allerdale,,Cumbria,England,,Settlement
40643,Skiprigg,NY3945,54.799867,-2.949626,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
40658,Skirwith,NY6132,54.687425,-2.600291,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
40660,Skitby,NY4465,54.983207,-2.864408,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
40676,Slack Head,SD4978,54.20353,-2.776458,Westmorland,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
40725,Sleagill,NY5919,54.56623,-2.625993,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
40738,Sleetbeck,NY4976,55.077198,-2.786082,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
40808,Smardale,NY7308,54.468058,-2.403438,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
40837,Smithfield,NY4465,54.979932,-2.869963,Cumberland,,Cumbria,Carlisle,,Cumbria,England,,Settlement
40941,Sockbridge,NY5026,54.632683,-2.7748986,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
41037,Soulby,NY4625,54.619987,-2.833925,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
41038,Soulby,NY7411,54.493707,-2.3885532,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
41047,Sour Nook,NY3740,54.750983,-2.9803154,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
41053,Soutergate,SD2281,54.222002,-3.189395,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
41128,End, South,SD2063,54.056718,-3.2235974,Lancashire,,Cumbria,Barrow-in-Furness,,Cumbria,England,,Settlement
41128,South End,SD2063,54.056718,-3.2235974,Lancashire,,Cumbria,Barrow-in-Furness,,Cumbria,England,,Settlement
41223,Newbarns, South,SD2169,54.117752,-3.205211,Lancashire,,Cumbria,Barrow-in-Furness,,Cumbria,England,,Settlement
41223,South Newbarns,SD2169,54.117752,-3.205211,Lancashire,,Cumbria,Barrow-in-Furness,,Cumbria,England,,Settlement
41268,South Stainmore,NY8413,54.512515,-2.2471,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
41268,Stainmore, South,NY8413,54.512515,-2.2471,Westmorland,,Cumbria,Eden,,Cumbria,England,,Settlement
41289,South Ulverston,SD3077,54.191735,-3.072041,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
41289,Ulverston, South,SD3077,54.191735,-3.072041,Lancashire,,Cumbria,South Lakeland,,Cumbria,England,,Settlement
41319,Southam,NX9912,54.49324,-3.5608376,Cumberland,,Cumbria,Copeland,,Cumbria,England,,Settlement
41359,Southernby,NY3639,54.745099,-2.987959,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
41419,Southwaite,NY4445,54.798982,-2.8594152,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
41446,Sowerby Row,NY3939,54.749028,-2.946106,Cumberland,,Cumbria,Eden,,Cumbria,England,,Settlement
